-0.60,0.93,0.55,10.86,-5.37,-124.33
-0.58,0.84,0.54,12.08,-5.80,-138.37
-0.57,0.63,0.53,10.01,-15.50,-140.26
-0.57,0.52,0.61,7.57,-20.02,-141.78
-0.55,0.44,0.69,8.91,-14.95,-149.23
-0.55,0.36,0.73,13.98,-15.50,-150.63
-0.57,0.34,0.82,20.26,-13.37,-148.68
-0.61,0.42,0.91,28.50,-7.20,-149.78
-0.65,0.55,0.95,35.83,4.82,-160.46
-0.66,0.50,0.92,36.56,17.52,-177.86
-0.65,0.32,0.81,40.53,31.13,-187.50
-0.60,0.16,0.71,43.76,29.42,-196.17
-0.56,0.03,0.73,43.76,29.72,-202.39
-0.50,-0.09,0.73,45.10,32.59,-205.44
-0.48,-0.28,0.68,46.57,28.63,-203.67
-0.52,-0.47,0.66,44.49,20.20,-190.43
-0.56,-0.53,0.69,45.23,15.56,-176.03
-0.58,-0.54,0.72,45.41,17.21,-168.40
-0.57,-0.59,0.70,43.52,17.21,-164.55
-0.55,-0.67,0.70,44.31,13.31,-157.17
-0.52,-0.82,0.74,49.26,19.47,-150.57
-0.50,-1.01,0.68,53.41,27.71,-138.00
-0.51,-1.13,0.56,53.59,25.09,-120.24
-0.55,-1.17,0.52,51.51,12.70,-100.83
-0.56,-1.18,0.53,52.98,3.23,-80.20
-0.56,-1.17,0.50,53.96,-4.27,-63.48
-0.57,-1.16,0.47,52.55,-15.93,-50.66
-0.57,-1.14,0.49,48.58,-23.13,-40.22
-0.55,-1.14,0.44,40.83,-30.33,-32.78
-0.53,-1.16,0.42,37.96,-45.04,-27.71
-0.49,-1.20,0.48,38.27,-53.65,-22.22
-0.45,-1.29,0.53,36.19,-61.10,-14.83
-0.43,-1.38,0.59,33.69,-72.20,-2.81
-0.40,-1.44,0.65,30.03,-81.05,11.96
-0.41,-1.47,0.68,28.50,-89.72,28.87
-0.41,-1.37,0.75,29.36,-93.51,43.88
-0.41,-1.34,0.83,31.13,-91.37,50.29
-0.41,-1.31,0.90,29.97,-79.47,77.82
-0.36,-1.12,0.98,21.30,-63.90,85.51
-0.30,-1.09,1.02,4.76,-35.71,80.99
-0.22,-1.16,0.97,-11.41,-13.49,93.26
-0.46,-1.06,0.70,-18.37,-9.70,114.99
-0.64,-0.72,0.61,-2.14,-43.64,113.22
-0.49,-0.70,0.89,-0.43,-46.02,95.34
-0.45,-0.77,0.97,-4.03,-29.24,104.31
-0.44,-0.70,0.91,-0.37,-25.15,104.98
-0.45,-0.66,0.94,2.56,-18.01,111.69
-0.47,-0.57,0.92,1.22,-12.51,114.99
-0.48,-0.46,0.89,-4.27,-11.11,118.23
-0.48,-0.34,0.88,-11.17,-11.23,120.06
-0.48,-0.25,0.89,-16.97,-11.47,120.48
-0.47,-0.21,0.89,-18.80,-8.42,119.51
-0.45,-0.22,0.86,-19.17,-4.09,118.90
-0.43,-0.26,0.81,-18.37,-2.01,121.22
-0.40,-0.23,0.79,-22.28,-2.44,127.69
-0.38,-0.13,0.79,-30.94,-3.72,131.65
-0.36,-0.05,0.83,-36.62,-4.52,133.67
-0.34,0.01,0.92,-39.18,-1.22,135.99
-0.32,0.06,0.97,-37.78,6.35,139.53
-0.30,0.15,0.99,-32.96,14.22,142.88
-0.27,0.33,1.00,-24.35,23.62,142.58
-0.26,0.54,0.98,-12.63,30.46,134.40
-0.27,0.69,0.94,1.10,37.78,123.84
-0.31,0.75,0.84,11.17,45.29,117.43
-0.35,0.83,0.74,11.47,41.75,115.60
-0.40,0.92,0.70,5.25,38.21,107.60
-0.43,0.96,0.68,-2.26,36.38,98.94
-0.44,0.99,0.66,-7.39,33.87,93.81
-0.45,1.10,0.69,-7.63,32.41,89.23
-0.47,1.19,0.72,-5.00,33.02,76.05
-0.49,1.25,0.70,-2.62,33.08,64.88
-0.49,1.33,0.66,-1.65,30.03,53.89
-0.51,1.43,0.64,0.43,25.57,42.91
-0.55,1.53,0.66,4.21,23.19,28.14
-0.57,1.56,0.63,6.35,24.17,10.86
-0.58,1.52,0.57,6.77,21.36,-3.23
-0.59,1.46,0.51,7.51,19.65,-14.59
-0.58,1.38,0.44,6.23,15.08,-26.06
-0.57,1.31,0.39,5.80,5.49,-33.69
-0.56,1.30,0.44,7.26,-3.97,-41.75
-0.56,1.34,0.55,9.22,-5.86,-54.08
-0.56,1.31,0.62,13.37,-1.83,-69.46
-0.54,1.20,0.61,17.40,2.50,-79.90
-0.51,1.09,0.56,17.09,-3.17,-89.36
-0.47,0.96,0.60,17.15,-12.33,-93.75
-0.47,0.88,0.67,17.09,-16.24,-95.15
-0.49,0.81,0.72,17.33,-19.78,-100.22
-0.49,0.76,0.78,19.59,-21.30,-103.39
-0.49,0.74,0.87,23.32,-19.59,-109.07
-0.51,0.66,0.79,28.08,-11.78,-117.49
-0.52,0.50,0.72,31.62,-25.15,-123.41
-0.53,0.41,0.82,33.45,-27.95,-123.47
-0.55,0.39,0.88,36.07,-25.33,-126.89
-0.52,0.28,0.89,36.38,-24.54,-129.58
-0.51,0.19,0.89,38.27,-27.34,-126.65
-0.52,0.19,0.93,40.41,-29.66,-125.73
-0.50,0.22,0.97,39.67,-28.63,-129.82
-0.47,0.18,0.99,40.34,-20.32,-141.91
-0.44,-0.16,0.93,37.17,-20.02,-149.23
-0.42,-0.40,0.86,38.02,-25.02,-128.54
-0.41,-0.44,0.89,44.13,-31.07,-123.66
-0.42,-0.53,0.93,51.03,-28.81,-110.60
-0.45,-0.51,0.91,54.87,-25.82,-101.44
-0.45,-0.48,0.79,54.69,-24.78,-102.97
-0.43,-0.47,0.75,48.16,-37.23,-108.83
-0.70,-0.29,1.14,59.75,-36.19,-134.03
-0.37,-0.63,0.73,38.33,-0.73,-155.03
-0.10,-1.06,0.39,43.27,-60.85,-101.81
-0.38,-0.88,0.97,42.11,-59.33,-88.26
-0.43,-0.91,0.95,38.27,-32.29,-87.10
-0.48,-0.98,0.81,45.41,-37.05,-73.55
-0.45,-1.00,0.86,46.39,-30.76,-68.36
-0.45,-1.10,0.81,46.51,-25.27,-56.76
-0.45,-1.13,0.78,46.75,-25.15,-44.13
-0.45,-1.15,0.77,43.40,-24.41,-35.22
-0.45,-1.20,0.76,38.76,-25.94,-23.93
-0.46,-1.24,0.75,36.01,-25.45,-12.15
-0.46,-1.29,0.74,33.51,-25.94,-1.83
-0.46,-1.33,0.76,31.37,-25.88,9.64
-0.46,-1.33,0.81,28.08,-24.23,21.67
-0.47,-1.28,0.87,22.46,-16.60,29.30
-0.47,-1.26,0.91,18.01,-7.75,35.95
-0.48,-1.20,0.93,15.69,-1.65,46.57
-0.49,-1.07,0.98,13.18,5.07,55.54
-0.51,-0.90,1.04,9.83,12.82,62.74
-0.52,-0.72,1.07,5.00,21.91,65.92
-0.52,-0.60,1.03,0.06,30.09,66.47
-0.52,-0.55,0.96,-5.37,31.31,67.50
-0.54,-0.49,0.95,-13.98,30.33,70.25
-0.54,-0.43,0.93,-25.21,31.86,71.59
-0.52,-0.39,0.86,-36.44,27.53,74.65
-0.52,-0.36,0.84,-44.19,19.71,79.77
-0.51,-0.35,0.85,-51.33,15.56,84.53
-0.50,-0.34,0.86,-56.82,11.05,89.72
-0.50,-0.29,0.89,-58.59,9.58,94.18
-0.48,-0.24,0.93,-58.72,10.80,96.56
-0.46,-0.20,0.96,-58.53,11.47,99.61
-0.46,-0.14,0.99,-58.17,14.47,102.42
-0.44,-0.12,0.95,-57.31,17.27,105.04
-0.42,-0.10,0.91,-56.64,12.82,109.92
-0.41,-0.02,0.92,-55.48,12.45,113.71
-0.40,0.08,0.92,-53.65,11.66,114.50
-0.38,0.15,0.92,-49.38,11.84,113.04
-0.38,0.17,0.92,-42.79,10.80,111.76
-0.38,0.21,0.98,-36.80,13.61,114.99
