-0.57,-0.06,-0.24,-114.99,61.89,25.21
-0.49,0.06,-0.24,-93.69,58.04,21.73
-0.41,0.17,-0.26,-98.21,58.96,9.89
-0.33,0.22,-0.29,-114.14,61.34,-5.49
-0.25,0.24,-0.32,-130.13,62.32,-18.43
-0.15,0.28,-0.33,-131.77,63.60,-28.50
0.01,0.37,-0.34,-126.04,67.87,-38.82
0.18,0.63,-0.45,-56.58,60.30,-40.53
0.37,1.03,-0.65,-15.01,34.79,-54.08
0.57,1.46,-0.77,-7.81,-3.48,-79.83
0.76,1.87,-0.75,-14.59,-48.65,-117.13
0.96,2.11,-0.65,-73.36,-87.77,-170.65
1.12,2.26,-0.45,-73.55,-130.68,-223.33
1.29,2.26,-0.18,-82.46,-163.94,-297.24
1.48,2.04,0.12,-70.43,-186.77,-380.92
1.68,1.82,0.48,40.89,-209.96,-464.36
1.86,1.25,0.86,32.47,-202.27,-588.62
1.75,-0.48,1.41,-78.67,-147.95,-743.71
1.25,-2.80,1.88,-7.32,-77.51,-819.76
0.49,-3.93,1.91,91.80,3.36,-771.67
-0.27,-4.00,1.45,205.51,72.08,-555.66
-0.79,-4.00,0.42,247.99,92.90,-197.63
-0.92,-4.00,-0.42,185.12,25.39,118.53
-0.83,-3.98,-0.17,140.26,-59.81,255.31
-0.84,-3.72,0.71,96.31,-83.50,278.08
-0.90,-3.36,1.34,50.23,-48.89,278.56
-0.92,-3.10,1.39,26.49,-3.78,305.11
-0.82,-2.73,1.07,-14.22,18.74,345.09
-0.66,-2.25,0.75,-67.26,16.66,384.89
-0.48,-1.74,0.83,-141.72,3.05,428.16
-0.26,-1.00,1.00,33.14,14.89,464.48
-0.09,-0.04,0.85,118.53,30.58,450.99
-0.03,0.74,0.71,89.72,39.43,394.90
-0.04,1.14,0.79,50.90,48.58,322.45
-0.02,1.30,0.88,71.17,80.69,264.10
0.06,1.50,0.56,66.28,122.13,217.90
0.13,1.71,-0.07,33.63,135.93,170.04
0.17,1.86,-0.49,-8.61,108.52,118.90
0.18,1.96,-0.50,32.96,62.93,62.38
0.12,1.76,-0.29,58.35,35.95,-7.45
0.03,1.20,-0.09,85.82,28.14,-53.89
-0.07,0.62,-0.06,83.31,26.25,-72.57
-0.15,0.19,-0.07,65.61,18.92,-80.51
-0.24,-0.17,-0.03,46.63,12.88,-86.18
-0.34,-0.51,-0.02,45.23,12.08,-83.44
-0.47,-0.71,-0.07,47.85,6.65,-66.22
-0.61,-0.71,-0.02,44.19,-6.90,-50.35
-0.72,-0.70,0.16,39.18,-12.94,-52.25
-0.83,-0.78,0.31,66.65,-6.71,-50.96
-1.14,-1.01,0.31,77.27,-2.26,-53.83
-1.32,-2.10,0.93,-90.76,-2.14,-79.47
-1.14,-2.23,1.21,33.14,65.86,65.37
-0.96,-0.40,0.17,0.67,108.28,131.59
-0.88,0.66,-0.59,-86.18,48.89,30.94
-0.99,-0.33,-1.02,-265.14,19.23,-83.25
-1.08,-1.57,-0.80,-218.38,-44.86,-31.13
-1.01,-1.38,-0.12,-99.49,-72.57,61.28
-0.96,-0.49,0.14,-96.68,-57.56,76.42
-0.89,0.16,0.35,-40.89,-39.31,44.37
-0.88,0.16,0.45,-3.97,-10.86,-9.16
-0.90,-0.20,0.41,8.36,13.73,-28.63
-0.91,-0.45,0.37,17.76,28.50,-24.78
-0.92,-0.48,0.34,22.77,38.51,-14.71
-0.89,-0.41,0.28,-10.19,49.26,-10.74
-0.84,-0.30,0.06,-13.98,57.43,-13.12
-0.81,-0.15,-0.28,8.48,41.26,-21.61
-0.81,-0.11,-0.39,12.94,9.09,-33.08
-0.85,-0.18,-0.27,34.55,-19.29,-37.84
-0.89,-0.25,-0.05,46.14,-33.51,-36.38
-0.92,-0.07,0.11,48.58,-35.28,-26.37
-0.79,0.35,0.27,49.99,-39.31,-31.01
-0.74,0.19,0.41,38.45,-22.09,-86.00
-0.85,-0.46,0.44,47.97,-13.61,-97.60
-0.89,-0.86,0.43,15.87,2.08,-77.58
-0.96,-1.13,0.60,5.49,13.31,-41.14
-1.00,-1.16,0.83,37.96,51.03,12.21
-0.94,-0.67,0.45,-12.70,86.91,40.65
-0.77,-0.26,-0.03,43.52,62.01,23.07
-0.74,-0.51,-0.58,316.35,28.38,2.01
-0.84,-0.96,-0.87,264.28,-47.97,18.01
-0.84,-0.73,-0.21,205.69,-85.45,65.25
-0.82,-0.12,0.41,172.55,-59.75,71.11
-0.82,0.12,0.67,204.83,-21.61,46.94
-0.81,0.10,0.71,219.79,21.30,17.94
-0.80,0.07,0.68,190.49,61.28,-6.84
-0.81,0.09,0.70,147.34,105.41,-29.60
-0.85,0.11,0.27,8.97,135.56,-39.12
-1.27,0.10,-0.35,-349.67,108.22,-44.92
-2.29,-1.23,-0.74,-567.14,48.34,-16.11
-2.15,-1.25,-0.59,-206.79,-122.86,154.48
-1.21,0.52,0.50,-116.21,-139.10,111.15
-1.28,0.64,0.89,-74.22,-28.63,-13.79
-1.46,0.16,0.33,-46.33,10.93,-55.36
-1.42,0.02,0.09,-26.79,8.61,-59.75
-1.35,-0.11,0.23,-28.69,18.13,-66.10
-1.18,-0.36,0.24,-37.66,59.81,-64.27
-0.97,-0.61,0.15,-32.84,72.88,-41.26
-0.79,-0.37,-0.07,-8.73,64.33,-14.28
-0.67,-0.10,-0.07,16.85,28.50,-63.17
-0.52,-0.33,0.15,36.32,47.55,-77.70
-0.27,-0.54,0.03,51.51,59.08,-61.77
-0.01,-0.67,-0.01,62.19,60.97,-46.63
0.21,-0.82,-0.09,63.72,61.34,-33.75
0.43,-1.01,-0.25,52.31,33.87,-17.88
0.65,-1.30,-0.32,33.94,-17.21,4.94
0.84,-1.86,-0.39,26.92,-72.20,73.85
1.04,-2.28,-0.44,19.04,-132.63,181.15
1.23,-2.16,-0.36,9.70,-179.14,264.59
1.31,-1.94,-0.21,-3.48,-214.78,300.48
1.31,-1.89,0.01,-24.84,-241.82,331.85
1.28,-1.83,0.24,-39.49,-257.81,375.18
1.25,-1.65,0.50,-46.02,-262.21,420.90
1.16,-1.32,0.86,-51.39,-264.40,476.56
0.89,-0.50,1.40,-52.25,-273.13,540.89
0.30,0.91,2.11,-44.86,-265.69,573.91
-0.81,2.66,2.80,-10.74,-233.70,557.62
-2.10,3.79,3.43,19.65,-149.84,469.54
-2.77,4.00,3.23,41.08,-0.73,275.76
-2.90,3.95,2.18,61.77,75.93,75.07
-2.80,3.79,1.57,56.46,89.60,-11.23
-2.58,3.60,1.46,44.43,102.42,-83.56
-2.37,3.40,1.44,43.58,127.99,-159.00
-2.10,3.13,1.37,44.19,162.66,-227.84
-1.64,2.69,1.17,52.43,198.24,-291.44
-1.04,1.97,0.84,60.61,226.32,-341.86
-0.51,1.16,0.49,60.49,227.54,-366.76
-0.13,0.47,0.23,55.60,214.23,-367.07
0.18,-0.16,-0.07,43.15,184.69,-340.09
0.46,-0.65,-0.35,30.82,138.12,-299.26
0.72,-1.00,-0.49,22.83,91.61,-264.95
0.90,-1.34,-0.56,23.62,52.19,-231.26
1.02,-1.63,-0.68,22.64,18.31,-190.61
1.09,-1.83,-0.66,24.48,-16.11,-147.71
1.16,-2.05,-0.60,28.56,-42.72,-99.55
1.03,-2.19,-0.33,28.69,-79.04,-42.24
0.88,-2.24,-0.12,81.48,-100.89,1.40
1.18,-2.45,-0.68,54.14,-113.77,47.67
1.48,-2.67,-1.05,54.44,-199.77,127.87
1.25,-2.32,-0.51,55.91,-258.48,227.42
1.06,-1.64,0.06,56.88,-259.34,288.33
1.07,-1.23,0.06,57.68,-257.32,335.21
0.81,-0.54,0.27,70.98,-282.23,405.03
0.20,0.90,1.19,104.25,-287.17,429.99
-0.63,2.46,2.21,102.60,-224.06,394.59
-1.42,3.58,2.51,91.13,-124.21,307.74
-1.98,3.96,2.11,78.31,-59.81,174.32
-2.30,3.77,1.75,71.23,-48.40,73.43
-2.44,3.50,1.73,58.23,-43.76,5.86
-2.47,3.36,1.74,37.23,-22.52,-53.83
-2.38,3.26,1.57,11.05,4.09,-112.24
-2.14,3.01,1.29,-17.58,19.41,-178.89
-1.83,2.50,1.15,-42.72,32.17,-242.55
-1.48,1.87,1.05,-60.42,60.36,-292.24
-1.10,1.23,0.76,-70.86,76.48,-316.16
-0.76,0.62,0.50,-74.10,73.06,-319.15
-0.43,0.07,0.34,-73.91,70.19,-296.26
-0.14,-0.32,0.24,-63.96,66.96,-263.06
0.08,-0.57,0.13,-54.20,72.08,-239.56
0.28,-0.81,-0.05,-45.90,64.70,-209.90
0.44,-0.97,-0.16,-45.65,50.72,-177.19
0.65,-1.06,-0.15,-51.27,47.73,-154.48
0.86,-1.38,-0.13,-28.20,58.35,-142.82
1.00,-1.92,-0.39,5.98,61.77,-118.65
1.09,-2.44,-0.63,38.02,20.39,-71.96
1.04,-2.81,-0.52,34.00,-16.36,12.76
1.07,-2.70,-0.41,28.32,-42.97,112.37
1.15,-2.44,-0.46,32.23,-71.17,185.79
1.16,-2.23,-0.49,43.64,-111.45,259.89
1.20,-1.87,-0.41,51.57,-146.06,319.64
1.23,-1.60,-0.31,49.19,-183.04,368.59
1.28,-1.36,-0.14,44.56,-212.52,422.61
1.35,-0.98,0.11,44.56,-232.73,471.50
1.38,-0.29,0.53,44.19,-239.01,514.77
1.26,0.84,1.15,64.64,-220.03,529.17
0.72,2.37,1.99,94.91,-180.60,512.88
-0.25,3.61,2.78,103.27,-125.61,457.21
-1.27,4.00,3.10,83.68,-81.12,332.21
-2.04,4.00,3.05,48.40,-48.28,143.92
-2.32,4.00,2.85,3.72,-4.27,-21.79
-2.14,4.00,2.54,-33.51,39.25,-125.79
-1.83,3.77,2.23,-64.45,75.81,-201.42
-1.55,3.29,1.90,-84.78,111.08,-242.68
-1.27,2.93,1.61,-101.68,141.97,-282.65
-0.84,2.51,1.24,-113.83,185.67,-332.70
-0.37,1.80,0.69,-101.75,201.05,-363.83
-0.04,1.04,0.32,-78.31,188.17,-374.82
0.17,0.38,0.14,-60.67,176.70,-362.92
0.35,-0.09,-0.04,-41.69,163.21,-336.30
0.55,-0.44,-0.18,-17.27,146.30,-308.65
0.72,-0.83,-0.27,9.40,123.29,-278.93
0.89,-1.16,-0.45,21.06,92.83,-245.97
1.09,-1.55,-0.56,35.22,35.52,-227.72
1.19,-2.25,-0.32,49.19,6.96,-194.40
1.13,-3.11,-0.18,71.72,35.46,-120.97
1.05,-3.77,-0.75,53.28,25.76,13.06
1.14,-3.92,-1.03,55.24,-73.36,167.72
1.25,-3.72,-0.55,76.35,-119.08,266.54
1.32,-3.24,-0.29,81.73,-133.73,371.52
1.49,-2.46,-0.03,80.87,-164.67,459.05
1.68,-1.68,0.38,65.61,-165.53,529.30
1.87,-0.71,0.62,49.68,-153.38,583.80
1.82,0.82,1.00,57.86,-156.07,609.86
1.07,2.81,1.94,88.87,-154.17,590.58
-0.22,3.92,2.86,91.19,-101.81,484.92
-1.44,4.00,3.08,70.74,-38.76,276.49
-2.08,4.00,2.61,34.61,38.15,81.48
-1.98,4.00,1.81,-2.20,57.07,-51.57
-1.62,3.96,1.55,-35.64,44.31,-161.56
-1.28,3.76,1.54,-70.56,87.89,-234.01
-0.96,3.51,1.25,-93.20,132.20,-310.06
-0.60,3.12,0.98,-100.77,172.12,-405.03
-0.22,2.27,0.70,-97.05,208.86,-476.32
0.12,1.33,0.37,-86.67,233.15,-504.46
0.53,0.44,-0.06,-66.77,234.56,-501.71
0.80,-0.64,-0.57,-26.49,182.13,-435.24
0.79,-1.36,-0.65,5.49,92.16,-326.72
0.79,-1.46,-0.27,21.55,51.64,-252.44
0.83,-1.72,-0.21,35.16,41.14,-207.76
0.87,-2.25,-0.40,45.78,8.12,-142.21
0.94,-2.79,-0.15,57.62,4.03,-69.09
0.96,-3.31,-0.44,57.80,6.77,24.84
0.97,-3.61,-0.72,84.53,-87.59,139.16
1.07,-3.52,-0.28,85.51,-121.03,261.29
1.22,-3.01,-0.09,79.65,-129.03,369.32
1.34,-2.20,0.06,72.88,-137.33,433.90
1.45,-1.51,0.22,66.10,-130.31,479.80
1.60,-0.80,0.20,62.32,-120.48,528.50
1.75,0.22,0.22,57.86,-125.55,550.78
1.57,1.65,0.74,48.65,-143.07,543.33
0.66,3.23,1.75,59.81,-142.33,497.56
-0.71,3.97,2.73,60.73,-113.10,400.45
-1.72,4.00,2.95,24.11,-39.12,208.56
-2.02,4.00,2.16,-9.95,21.48,-10.68
-1.81,4.00,1.47,-31.56,23.93,-156.37
-1.41,3.77,1.25,-46.14,23.38,-245.24
-1.06,3.47,1.35,-55.85,18.80,-286.50
-0.76,3.21,1.63,-74.10,75.81,-358.03
-0.43,2.64,1.41,-88.68,160.03,-422.42
0.02,1.89,0.89,-82.70,198.79,-458.80
0.44,1.13,0.51,-57.13,212.52,-484.31
0.67,0.19,0.19,-28.50,200.26,-482.48
0.71,-0.79,-0.09,-12.88,154.91,-422.30
0.76,-1.38,-0.16,-11.72,96.98,-327.45
0.77,-1.62,0.04,-0.12,61.95,-252.14
0.73,-1.93,-0.01,-1.22,57.56,-194.09
0.82,-2.26,0.07,16.11,46.08,-131.96
0.80,-2.76,-0.26,30.82,47.24,-66.04
0.70,-3.19,-0.59,57.56,-27.16,39.86
0.71,-3.27,-0.43,56.34,-37.78,139.89
0.78,-3.23,-0.65,72.14,-71.04,251.40
0.93,-3.00,-0.68,75.87,-111.15,351.99
1.12,-2.56,-0.55,75.38,-139.95,446.11
1.31,-1.82,-0.46,68.36,-160.22,514.40
1.59,-0.89,-0.31,58.65,-182.07,569.64
1.85,0.34,0.12,47.97,-195.92,589.54
1.71,2.10,1.07,48.95,-215.21,565.00
0.68,3.57,2.60,74.40,-217.47,493.41
-0.83,4.00,3.73,61.83,-128.72,348.82
-1.72,4.00,3.41,18.01,24.72,118.77
-1.79,4.00,2.19,-15.87,79.47,-97.41
-1.46,4.00,1.71,-38.45,64.03,-235.72
-1.08,3.79,1.80,-69.09,92.10,-314.70
-0.77,3.61,1.77,-98.57,120.06,-359.07
-0.33,3.50,1.76,-126.28,186.04,-444.58
0.32,2.75,1.23,-137.33,259.70,-526.12
0.82,1.44,0.43,-131.16,270.94,-550.96
0.97,0.22,-0.10,-121.34,237.18,-532.78
0.98,-0.70,-0.34,-105.04,191.65,-487.49
1.03,-1.39,-0.42,-76.78,144.47,-417.97
1.06,-1.86,-0.33,-49.38,106.51,-332.64
1.00,-2.11,-0.17,-35.71,85.94,-254.33
1.09,-2.33,0.01,-21.36,89.05,-187.13
1.12,-2.95,-0.33,1.34,116.27,-105.53
0.98,-3.57,-0.88,14.40,54.69,14.47
0.91,-3.61,-0.98,23.50,5.55,119.45
0.94,-3.51,-1.22,31.92,-24.35,220.89
1.11,-3.19,-1.47,36.38,-95.15,336.98
1.33,-2.60,-1.53,38.21,-161.99,428.96
1.57,-1.91,-1.36,47.73,-243.16,513.73
1.85,-1.06,-0.85,49.38,-288.39,576.05
2.14,0.01,-0.18,48.83,-308.23,611.21
2.21,1.52,0.92,51.39,-313.48,595.15
1.38,3.17,2.49,72.81,-301.82,534.06
-0.24,3.96,3.68,78.67,-232.97,429.38
-1.52,4.00,4.00,37.78,-101.75,216.92
-1.98,4.00,3.58,-16.66,49.44,-57.74
-1.70,4.00,2.42,-76.48,115.60,-247.86
-1.16,3.87,1.67,-103.03,87.95,-337.34
-0.77,3.56,1.93,-126.71,113.22,-384.46
-0.34,3.16,1.90,-152.47,211.36,-449.16
0.16,2.51,1.30,-157.71,280.27,-512.21
0.67,1.56,0.58,-150.27,317.75,-548.10
1.00,0.43,-0.15,-118.35,302.86,-555.24
1.10,-0.79,-0.63,-69.82,240.11,-510.44
1.10,-1.75,-0.71,-22.46,166.32,-410.16
1.05,-2.13,-0.61,-0.79,107.24,-286.80
0.96,-2.15,-0.45,20.69,66.96,-192.26
0.99,-2.23,-0.35,21.97,65.67,-133.48
0.98,-2.57,-0.59,36.93,77.58,-80.75
0.91,-2.94,-1.09,43.95,28.81,-6.59
0.88,-3.25,-1.24,63.29,-50.66,73.12
0.91,-3.39,-1.23,71.84,-92.77,182.68
1.11,-3.14,-1.46,77.45,-161.44,295.78
1.34,-2.73,-1.31,80.20,-252.38,402.16
1.61,-2.22,-0.81,69.76,-306.64,500.92
1.97,-1.54,-0.34,52.67,-338.62,576.48
2.40,-0.67,0.33,47.61,-356.81,621.22
2.56,0.77,1.47,64.94,-349.79,626.10
1.86,2.75,2.92,108.95,-324.77,570.74
0.14,3.89,3.85,131.84,-270.14,477.54
-1.43,4.00,4.00,65.49,-137.88,289.73
-1.90,4.00,3.83,-13.00,31.74,32.41
-1.60,4.00,3.18,-74.16,122.74,-169.19
-1.03,3.75,2.43,-110.23,163.88,-274.41
-0.63,3.27,2.06,-132.87,196.23,-322.27
-0.35,3.02,1.90,-139.77,248.66,-386.05
0.06,2.79,1.69,-140.62,324.10,-473.69
0.62,2.14,1.15,-128.42,402.89,-560.36
1.13,1.07,0.26,-99.43,431.95,-612.49
1.32,-0.25,-0.54,-47.36,384.09,-604.37
1.22,-1.44,-0.88,21.36,291.20,-514.77
1.08,-2.05,-0.83,46.81,205.14,-372.44
1.07,-1.92,-0.63,46.33,146.79,-249.21
1.20,-1.70,-0.28,23.74,132.26,-210.14
1.28,-2.15,-0.78,13.18,170.10,-187.68
1.32,-3.04,-1.62,32.84,26.06,-116.52
1.21,-3.72,-1.27,68.91,-79.16,22.28
1.15,-3.74,-1.03,61.52,-92.65,173.71
1.29,-3.38,-1.14,79.41,-136.96,284.79
1.43,-2.95,-1.01,81.91,-181.03,374.57
1.62,-2.50,-0.81,74.65,-231.93,455.75
1.83,-2.11,-0.50,56.21,-276.98,533.33
2.11,-1.53,-0.11,46.26,-305.97,597.84
2.43,-0.62,0.39,45.96,-303.10,635.38
2.54,0.85,1.16,66.35,-308.53,645.87
1.83,2.83,2.45,118.84,-329.77,611.76
0.20,3.94,3.61,143.13,-305.05,511.96
-1.21,4.00,3.99,79.28,-140.87,320.92
-1.77,4.00,3.61,3.60,57.98,67.50
-1.82,4.00,2.85,-54.32,131.35,-119.51
-1.46,4.00,2.32,-104.55,173.58,-228.27
-1.06,3.97,1.90,-138.06,209.78,-310.91
-0.71,3.71,1.48,-149.54,231.87,-382.08
-0.27,3.08,1.17,-150.70,257.08,-442.20
0.18,2.26,0.72,-149.11,289.25,-482.06
0.55,1.41,0.12,-131.41,287.84,-509.22
